id,dimension,level,name_cn,counterpart_central_body,candidate_url,site_key,coverage_status,notes
fujian.jrjgj,dept,provincial,福建省地方金融监督管理局,nfra,https://jrjgj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/jrjgj/
fujian.sjaqj,dept,provincial,福建省政务服务和数据管理局,nda,https://sjaqj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/sjaqj/
fujian.ylj,dept,provincial,福建省林业和草原局,forestry,https://ylj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/ylj/
fujian.nyj,dept,provincial,福建省能源局,nea,https://nyj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/nyj/
fujian.yjglj,dept,provincial,福建省药品监督管理局,nmpa,https://yjglj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/yjglj/
fujian.zscqj,dept,provincial,福建省知识产权局,cnipa,https://zscqj.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/zscqj/
fujian.xfj,dept,provincial,福建省信访局,xinfang,https://xfj.fujian.gov.cn,fj_xfj,crawled,alt=https://fujian.gov.cn/xfj/
fujian.jgswglj,dept,provincial,福建省机关事务管理局,ggj,https://jgswglj.fujian.gov.cn,fj_jgswglj,crawled,alt=https://fujian.gov.cn/jgswglj/
fujian.tax,dept,provincial,国家税务总局福建省税务局,chinatax,https://tax.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/tax/
fujian.customs,dept,provincial,福建省海关,gacc,https://customs.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/customs/
fujian.pboc_br,dept,provincial,中国人民银行福建省分行,pbc,https://pboc_br.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/pboc_br/
fujian.p_office,dept,provincial,中共福建省委员会办公厅,cpc_general_office,https://p_office.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_office/
fujian.p_org,dept,provincial,中共福建省委组织部,cpc_org_dept,https://p_org.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_org/
fujian.p_prop,dept,provincial,中共福建省委宣传部,cpc_propaganda,https://p_prop.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_prop/
fujian.p_ufwd,dept,provincial,中共福建省委统战部,cpc_united_front,https://p_ufwd.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_ufwd/
fujian.p_plac,dept,provincial,中共福建省委政法委员会,cpc_plac,https://p_plac.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_plac/
fujian.p_cyber,dept,provincial,福建省委网信办,cac,https://p_cyber.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_cyber/
fujian.p_ccdi,dept,provincial,中共福建省纪委监委,cpc_ccdi_nsc,https://p_ccdi.fujian.gov.cn,,blackhole,alt=https://fujian.gov.cn/p_ccdi/
geo.jiangxi,geo,provincial,江西省人民政府,,https://jiangxi.gov.cn,,blackhole,province portal
jiangxi.fgw,dept,provincial,江西省发展和改革委员会,ndrc,https://fgw.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/fgw/
jiangxi.edu,dept,provincial,江西省教育厅,moe,https://edu.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/edu/
jiangxi.kjt,dept,provincial,江西省科学技术厅,most,https://kjt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/kjt/
jiangxi.gxt,dept,provincial,江西省工业和信息化厅,miit,https://gxt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/gxt/
jiangxi.mzw,dept,provincial,江西省民族宗教事务委员会,neac,https://mzw.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/mzw/
jiangxi.ga,dept,provincial,江西省公安厅,mps,https://ga.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/ga/
jiangxi.at,dept,provincial,江西省国家安全厅,mss,https://at.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/at/
jiangxi.mzt,dept,provincial,江西省民政厅,mca,https://mzt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/mzt/
jiangxi.sft,dept,provincial,江西省司法厅,moj,https://sft.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/sft/
jiangxi.czt,dept,provincial,江西省财政厅,mof,https://czt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/czt/
jiangxi.hrss,dept,provincial,江西省人力资源和社会保障厅,mohrss,https://hrss.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/hrss/
jiangxi.zrzyt,dept,provincial,江西省自然资源厅,mnr,https://zrzyt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/zrzyt/
jiangxi.sthjt,dept,provincial,江西省生态环境厅,mee,https://sthjt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/sthjt/
jiangxi.zjt,dept,provincial,江西省住房和城乡建设厅,mohurd,https://zjt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/zjt/
jiangxi.jtyst,dept,provincial,江西省交通运输厅,mot,https://jtyst.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/jtyst/
jiangxi.slt,dept,provincial,江西省水利厅,mwr,https://slt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/slt/
jiangxi.nynct,dept,provincial,江西省农业农村厅,mara,https://nynct.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/nynct/
jiangxi.swt,dept,provincial,江西省商务厅,mofcom,https://swt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/swt/
jiangxi.whlyt,dept,provincial,江西省文化和旅游厅,mct,https://whlyt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/whlyt/
jiangxi.wjw,dept,provincial,江西省卫生健康委员会,nhc,https://wjw.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/wjw/
jiangxi.tyj,dept,provincial,江西省退役军人事务厅,mva,https://tyj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/tyj/
jiangxi.yjt,dept,provincial,江西省应急管理厅,mem,https://yjt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/yjt/
jiangxi.sjt,dept,provincial,江西省审计厅,cnao,https://sjt.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/sjt/
jiangxi.wsb,dept,provincial,江西省人民政府外事办公室,mfa,https://wsb.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/wsb/
jiangxi.gzw,dept,provincial,江西省国有资产监督管理委员会,sasac,https://gzw.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/gzw/
jiangxi.scjgj,dept,provincial,江西省市场监督管理局,samr,https://scjgj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/scjgj/
jiangxi.tjj,dept,provincial,江西省统计局,nbs,https://tjj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/tjj/
jiangxi.ybj,dept,provincial,江西省医疗保障局,nhsa,https://ybj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/ybj/
jiangxi.tyjr,dept,provincial,江西省体育局,gas,https://tyjr.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/tyjr/
jiangxi.gbdst,dept,provincial,江西省广播电视局,nrta,https://gbdst.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/gbdst/
jiangxi.jrjgj,dept,provincial,江西省地方金融监督管理局,nfra,https://jrjgj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/jrjgj/
jiangxi.sjaqj,dept,provincial,江西省政务服务和数据管理局,nda,https://sjaqj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/sjaqj/
jiangxi.ylj,dept,provincial,江西省林业和草原局,forestry,https://ylj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/ylj/
jiangxi.nyj,dept,provincial,江西省能源局,nea,https://nyj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/nyj/
jiangxi.yjglj,dept,provincial,江西省药品监督管理局,nmpa,https://yjglj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/yjglj/
jiangxi.zscqj,dept,provincial,江西省知识产权局,cnipa,https://zscqj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/zscqj/
jiangxi.xfj,dept,provincial,江西省信访局,xinfang,https://xfj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/xfj/
jiangxi.jgswglj,dept,provincial,江西省机关事务管理局,ggj,https://jgswglj.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/jgswglj/
jiangxi.tax,dept,provincial,国家税务总局江西省税务局,chinatax,https://tax.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/tax/
jiangxi.customs,dept,provincial,江西省海关,gacc,https://customs.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/customs/
jiangxi.pboc_br,dept,provincial,中国人民银行江西省分行,pbc,https://pboc_br.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/pboc_br/
jiangxi.p_office,dept,provincial,中共江西省委员会办公厅,cpc_general_office,https://p_office.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_office/
jiangxi.p_org,dept,provincial,中共江西省委组织部,cpc_org_dept,https://p_org.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_org/
jiangxi.p_prop,dept,provincial,中共江西省委宣传部,cpc_propaganda,https://p_prop.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_prop/
jiangxi.p_ufwd,dept,provincial,中共江西省委统战部,cpc_united_front,https://p_ufwd.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_ufwd/
jiangxi.p_plac,dept,provincial,中共江西省委政法委员会,cpc_plac,https://p_plac.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_plac/
jiangxi.p_cyber,dept,provincial,江西省委网信办,cac,https://p_cyber.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_cyber/
jiangxi.p_ccdi,dept,provincial,中共江西省纪委监委,cpc_ccdi_nsc,https://p_ccdi.jiangxi.gov.cn,,blackhole,alt=https://jiangxi.gov.cn/p_ccdi/
geo.shandong,geo,provincial,山东省人民政府,,https://shandong.gov.cn,shandong,crawled,province portal
shandong.fgw,dept,provincial,山东省发展和改革委员会,ndrc,https://fgw.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/fgw/
shandong.edu,dept,provincial,山东省教育厅,moe,https://edu.shandong.gov.cn,sd_edu,crawled,alt=https://shandong.gov.cn/edu/
shandong.kjt,dept,provincial,山东省科学技术厅,most,https://kjt.shandong.gov.cn,sd_kjt,crawled,alt=https://shandong.gov.cn/kjt/
shandong.gxt,dept,provincial,山东省工业和信息化厅,miit,https://gxt.shandong.gov.cn,sd_gxt,crawled,alt=https://shandong.gov.cn/gxt/
shandong.mzw,dept,provincial,山东省民族宗教事务委员会,neac,https://mzw.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/mzw/
shandong.ga,dept,provincial,山东省公安厅,mps,https://ga.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/ga/
shandong.at,dept,provincial,山东省国家安全厅,mss,https://at.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/at/
shandong.mzt,dept,provincial,山东省民政厅,mca,https://mzt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/mzt/
shandong.sft,dept,provincial,山东省司法厅,moj,https://sft.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/sft/
shandong.czt,dept,provincial,山东省财政厅,mof,https://czt.shandong.gov.cn,sd_czt,crawled,alt=https://shandong.gov.cn/czt/
shandong.hrss,dept,provincial,山东省人力资源和社会保障厅,mohrss,https://hrss.shandong.gov.cn,,proxy_gated,alt=https://shandong.gov.cn/hrss/
shandong.zrzyt,dept,provincial,山东省自然资源厅,mnr,https://zrzyt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/zrzyt/
shandong.sthjt,dept,provincial,山东省生态环境厅,mee,https://sthjt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/sthjt/
shandong.zjt,dept,provincial,山东省住房和城乡建设厅,mohurd,https://zjt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/zjt/
shandong.jtyst,dept,provincial,山东省交通运输厅,mot,https://jtyst.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/jtyst/
shandong.slt,dept,provincial,山东省水利厅,mwr,https://slt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/slt/
shandong.nynct,dept,provincial,山东省农业农村厅,mara,https://nynct.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/nynct/
shandong.swt,dept,provincial,山东省商务厅,mofcom,https://swt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/swt/
shandong.whlyt,dept,provincial,山东省文化和旅游厅,mct,https://whlyt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/whlyt/
shandong.wjw,dept,provincial,山东省卫生健康委员会,nhc,https://wjw.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/wjw/
shandong.tyj,dept,provincial,山东省退役军人事务厅,mva,https://tyj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/tyj/
shandong.yjt,dept,provincial,山东省应急管理厅,mem,https://yjt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/yjt/
shandong.sjt,dept,provincial,山东省审计厅,cnao,https://sjt.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/sjt/
shandong.wsb,dept,provincial,山东省人民政府外事办公室,mfa,https://wsb.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/wsb/
shandong.gzw,dept,provincial,山东省国有资产监督管理委员会,sasac,https://gzw.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/gzw/
shandong.scjgj,dept,provincial,山东省市场监督管理局,samr,https://scjgj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/scjgj/
shandong.tjj,dept,provincial,山东省统计局,nbs,https://tjj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/tjj/
shandong.ybj,dept,provincial,山东省医疗保障局,nhsa,https://ybj.shandong.gov.cn,,reachable_uncrawled,alt=https://shandong.gov.cn/ybj/
shandong.tyjr,dept,provincial,山东省体育局,gas,https://tyjr.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/tyjr/
shandong.gbdst,dept,provincial,山东省广播电视局,nrta,https://gbdst.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/gbdst/
shandong.jrjgj,dept,provincial,山东省地方金融监督管理局,nfra,https://jrjgj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/jrjgj/
shandong.sjaqj,dept,provincial,山东省政务服务和数据管理局,nda,https://sjaqj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/sjaqj/
shandong.ylj,dept,provincial,山东省林业和草原局,forestry,https://ylj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/ylj/
shandong.nyj,dept,provincial,山东省能源局,nea,https://nyj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/nyj/
shandong.yjglj,dept,provincial,山东省药品监督管理局,nmpa,https://yjglj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/yjglj/
shandong.zscqj,dept,provincial,山东省知识产权局,cnipa,https://zscqj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/zscqj/
shandong.xfj,dept,provincial,山东省信访局,xinfang,https://xfj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/xfj/
shandong.jgswglj,dept,provincial,山东省机关事务管理局,ggj,https://jgswglj.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/jgswglj/
shandong.tax,dept,provincial,国家税务总局山东省税务局,chinatax,https://tax.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/tax/
shandong.customs,dept,provincial,山东省海关,gacc,https://customs.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/customs/
shandong.pboc_br,dept,provincial,中国人民银行山东省分行,pbc,https://pboc_br.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/pboc_br/
shandong.p_office,dept,provincial,中共山东省委员会办公厅,cpc_general_office,https://p_office.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_office/
shandong.p_org,dept,provincial,中共山东省委组织部,cpc_org_dept,https://p_org.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_org/
shandong.p_prop,dept,provincial,中共山东省委宣传部,cpc_propaganda,https://p_prop.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_prop/
shandong.p_ufwd,dept,provincial,中共山东省委统战部,cpc_united_front,https://p_ufwd.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_ufwd/
shandong.p_plac,dept,provincial,中共山东省委政法委员会,cpc_plac,https://p_plac.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_plac/
shandong.p_cyber,dept,provincial,山东省委网信办,cac,https://p_cyber.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_cyber/
shandong.p_ccdi,dept,provincial,中共山东省纪委监委,cpc_ccdi_nsc,https://p_ccdi.shandong.gov.cn,,blackhole,alt=https://shandong.gov.cn/p_ccdi/
geo.henan,geo,provincial,河南省人民政府,,https://henan.gov.cn,,proxy_gated,province portal
henan.fgw,dept,provincial,河南省发展和改革委员会,ndrc,https://fgw.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/fgw/
henan.edu,dept,provincial,河南省教育厅,moe,https://edu.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/edu/
henan.kjt,dept,provincial,河南省科学技术厅,most,https://kjt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/kjt/
henan.gxt,dept,provincial,河南省工业和信息化厅,miit,https://gxt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/gxt/
henan.mzw,dept,provincial,河南省民族宗教事务委员会,neac,https://mzw.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/mzw/
henan.ga,dept,provincial,河南省公安厅,mps,https://ga.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/ga/
henan.at,dept,provincial,河南省国家安全厅,mss,https://at.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/at/
henan.mzt,dept,provincial,河南省民政厅,mca,https://mzt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/mzt/
henan.sft,dept,provincial,河南省司法厅,moj,https://sft.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/sft/
henan.czt,dept,provincial,河南省财政厅,mof,https://czt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/czt/
henan.hrss,dept,provincial,河南省人力资源和社会保障厅,mohrss,https://hrss.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/hrss/
henan.zrzyt,dept,provincial,河南省自然资源厅,mnr,https://zrzyt.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/zrzyt/
henan.sthjt,dept,provincial,河南省生态环境厅,mee,https://sthjt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/sthjt/
henan.zjt,dept,provincial,河南省住房和城乡建设厅,mohurd,https://zjt.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/zjt/
henan.jtyst,dept,provincial,河南省交通运输厅,mot,https://jtyst.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/jtyst/
henan.slt,dept,provincial,河南省水利厅,mwr,https://slt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/slt/
henan.nynct,dept,provincial,河南省农业农村厅,mara,https://nynct.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/nynct/
henan.swt,dept,provincial,河南省商务厅,mofcom,https://swt.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/swt/
henan.whlyt,dept,provincial,河南省文化和旅游厅,mct,https://whlyt.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/whlyt/
henan.wjw,dept,provincial,河南省卫生健康委员会,nhc,https://wjw.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/wjw/
henan.tyj,dept,provincial,河南省退役军人事务厅,mva,https://tyj.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/tyj/
henan.yjt,dept,provincial,河南省应急管理厅,mem,https://yjt.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/yjt/
henan.sjt,dept,provincial,河南省审计厅,cnao,https://sjt.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/sjt/
henan.wsb,dept,provincial,河南省人民政府外事办公室,mfa,https://wsb.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/wsb/
henan.gzw,dept,provincial,河南省国有资产监督管理委员会,sasac,https://gzw.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/gzw/
henan.scjgj,dept,provincial,河南省市场监督管理局,samr,https://scjgj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/scjgj/
henan.tjj,dept,provincial,河南省统计局,nbs,https://tjj.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/tjj/
henan.ybj,dept,provincial,河南省医疗保障局,nhsa,https://ybj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/ybj/
henan.tyjr,dept,provincial,河南省体育局,gas,https://tyjr.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/tyjr/
henan.gbdst,dept,provincial,河南省广播电视局,nrta,https://gbdst.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/gbdst/
henan.jrjgj,dept,provincial,河南省地方金融监督管理局,nfra,https://jrjgj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/jrjgj/
henan.sjaqj,dept,provincial,河南省政务服务和数据管理局,nda,https://sjaqj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/sjaqj/
henan.ylj,dept,provincial,河南省林业和草原局,forestry,https://ylj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/ylj/
henan.nyj,dept,provincial,河南省能源局,nea,https://nyj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/nyj/
henan.yjglj,dept,provincial,河南省药品监督管理局,nmpa,https://yjglj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/yjglj/
henan.zscqj,dept,provincial,河南省知识产权局,cnipa,https://zscqj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/zscqj/
henan.xfj,dept,provincial,河南省信访局,xinfang,https://xfj.henan.gov.cn,,proxy_gated,alt=https://henan.gov.cn/xfj/
henan.jgswglj,dept,provincial,河南省机关事务管理局,ggj,https://jgswglj.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/jgswglj/
henan.tax,dept,provincial,国家税务总局河南省税务局,chinatax,https://tax.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/tax/
henan.customs,dept,provincial,河南省海关,gacc,https://customs.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/customs/
henan.pboc_br,dept,provincial,中国人民银行河南省分行,pbc,https://pboc_br.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/pboc_br/
henan.p_office,dept,provincial,中共河南省委员会办公厅,cpc_general_office,https://p_office.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_office/
henan.p_org,dept,provincial,中共河南省委组织部,cpc_org_dept,https://p_org.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_org/
henan.p_prop,dept,provincial,中共河南省委宣传部,cpc_propaganda,https://p_prop.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_prop/
henan.p_ufwd,dept,provincial,中共河南省委统战部,cpc_united_front,https://p_ufwd.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_ufwd/
henan.p_plac,dept,provincial,中共河南省委政法委员会,cpc_plac,https://p_plac.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_plac/
henan.p_cyber,dept,provincial,河南省委网信办,cac,https://p_cyber.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_cyber/
henan.p_ccdi,dept,provincial,中共河南省纪委监委,cpc_ccdi_nsc,https://p_ccdi.henan.gov.cn,,blackhole,alt=https://henan.gov.cn/p_ccdi/
geo.hubei,geo,provincial,湖北省人民政府,,https://hubei.gov.cn,,blackhole,province portal
hubei.fgw,dept,provincial,湖北省发展和改革委员会,ndrc,https://fgw.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/fgw/
hubei.edu,dept,provincial,湖北省教育厅,moe,https://edu.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/edu/
hubei.kjt,dept,provincial,湖北省科学技术厅,most,https://kjt.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/kjt/
hubei.gxt,dept,provincial,湖北省工业和信息化厅,miit,https://gxt.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/gxt/
hubei.mzw,dept,provincial,湖北省民族宗教事务委员会,neac,https://mzw.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/mzw/
hubei.ga,dept,provincial,湖北省公安厅,mps,https://ga.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/ga/
hubei.at,dept,provincial,湖北省国家安全厅,mss,https://at.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/at/
hubei.mzt,dept,provincial,湖北省民政厅,mca,https://mzt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/mzt/
hubei.sft,dept,provincial,湖北省司法厅,moj,https://sft.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/sft/
hubei.czt,dept,provincial,湖北省财政厅,mof,https://czt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/czt/
hubei.hrss,dept,provincial,湖北省人力资源和社会保障厅,mohrss,https://hrss.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/hrss/
hubei.zrzyt,dept,provincial,湖北省自然资源厅,mnr,https://zrzyt.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/zrzyt/
hubei.sthjt,dept,provincial,湖北省生态环境厅,mee,https://sthjt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/sthjt/
hubei.zjt,dept,provincial,湖北省住房和城乡建设厅,mohurd,https://zjt.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/zjt/
hubei.jtyst,dept,provincial,湖北省交通运输厅,mot,https://jtyst.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/jtyst/
hubei.slt,dept,provincial,湖北省水利厅,mwr,https://slt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/slt/
hubei.nynct,dept,provincial,湖北省农业农村厅,mara,https://nynct.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/nynct/
hubei.swt,dept,provincial,湖北省商务厅,mofcom,https://swt.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/swt/
hubei.whlyt,dept,provincial,湖北省文化和旅游厅,mct,https://whlyt.hubei.gov.cn,,blackhole,alt=https://hubei.gov.cn/whlyt/
hubei.wjw,dept,provincial,湖北省卫生健康委员会,nhc,https://wjw.hubei.gov.cn,,reachable_uncrawled,alt=https://hubei.gov.cn/wjw/
hubei.tyj,dept,provincial,湖北省退役军人事务厅,mva,https://tyj.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/tyj/
hubei.yjt,dept,provincial,湖北省应急管理厅,mem,https://yjt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/yjt/
hubei.sjt,dept,provincial,湖北省审计厅,cnao,https://sjt.hubei.gov.cn,,proxy_gated,alt=https://hubei.gov.cn/sjt/
