idx,institution_cn,institution_en,level,official_url,confidence,notes
228,海东市,Haidong,municipal/prefecture,http://www.haidong.gov.cn/,high,verified; Qinghai
229,海北藏族自治州,Haibei Tibetan Autonomous Prefecture,municipal/prefecture,https://www.haibei.gov.cn/,high,verified; Qinghai
230,海南藏族自治州,Hainan Tibetan Autonomous Prefecture,municipal/prefecture,https://www.hainanzhou.gov.cn/,high,verified; hainanzhou (hint hainan wrong — that is Hainan Province); Qinghai
231,海口市,Haikou,municipal/prefecture,https://www.haikou.gov.cn/,high,
232,海西蒙古族藏族自治州,Haixi Mongol and Tibetan Autonomous Prefecture,municipal/prefecture,https://www.haixi.gov.cn/,high,Qinghai autonomous prefecture
233,淄博市,Zibo,municipal/prefecture,https://www.zibo.gov.cn/,high,
234,淮北市,Huaibei,municipal/prefecture,https://www.huaibei.gov.cn/,high,
235,淮南市,Huainan,municipal/prefecture,https://www.huainan.gov.cn/,high,
236,淮安市,Huai'an,municipal/prefecture,https://www.huaian.gov.cn/,high,
237,深圳市,Shenzhen,municipal/prefecture,https://www.sz.gov.cn/,high,abbreviation domain sz
238,清远市,Qingyuan,municipal/prefecture,https://www.gdqy.gov.cn/,high,GD-prefix abbreviation gdqy (not qingyuan)
239,温州市,Wenzhou,municipal/prefecture,https://www.wenzhou.gov.cn/,high,hint flagged blackhole from datacenter IP
240,渭南市,Weinan,municipal/prefecture,https://www.weinan.gov.cn/,high,
241,湖州市,Huzhou,municipal/prefecture,https://www.huzhou.gov.cn/,high,
242,湘潭市,Xiangtan,municipal/prefecture,https://www.xiangtan.gov.cn/,high,
243,湘西土家族苗族自治州,Xiangxi Tujia and Miao Autonomous Prefecture,municipal/prefecture,https://www.xxz.gov.cn/,high,abbreviation domain xxz (Hunan)
244,湛江市,Zhanjiang,municipal/prefecture,https://www.zhanjiang.gov.cn/,high,
245,滁州市,Chuzhou,municipal/prefecture,https://www.chuzhou.gov.cn/,high,
246,滨州市,Binzhou,municipal/prefecture,https://www.binzhou.gov.cn/,high,
247,漯河市,Luohe,municipal/prefecture,https://www.luohe.gov.cn/,high,
248,漳州市,Zhangzhou,municipal/prefecture,https://www.zhangzhou.gov.cn/,high,
249,潍坊市,Weifang,municipal/prefecture,https://www.weifang.gov.cn/,high,
250,潮州市,Chaozhou,municipal/prefecture,https://www.chaozhou.gov.cn/,high,
251,濮阳市,Puyang,municipal/prefecture,https://www.puyang.gov.cn/,high,
252,烟台市,Yantai,municipal/prefecture,https://www.yantai.gov.cn/,high,
253,焦作市,Jiaozuo,municipal/prefecture,https://www.jiaozuo.gov.cn/,high,
254,牡丹江市,Mudanjiang,municipal/prefecture,https://www.mdj.gov.cn/,high,abbreviation domain mdj
255,玉林市,Yulin,municipal/prefecture,https://www.yulin.gov.cn/,high,Guangxi Yulin
256,玉树藏族自治县,Yushu Tibetan Autonomous County,municipal/prefecture,https://www.yushushi.gov.cn/,med,"label is a misnomer; entity is county-level 玉树市 (Yushu City), portal yushushi.gov.cn; prefecture-level portal is yushuzhou.gov.cn"
257,玉树藏族自治州,Yushu Tibetan Autonomous Prefecture,municipal/prefecture,https://www.yushuzhou.gov.cn/,high,abbreviation domain yushuzhou (Qinghai)
258,玉溪市,Yuxi,municipal/prefecture,https://www.yuxi.gov.cn/,high,
259,珠海市,Zhuhai,municipal/prefecture,https://www.zhuhai.gov.cn/,high,
260,甘南藏族自治州,Gannan Tibetan Autonomous Prefecture,municipal/prefecture,https://www.gnzrmzf.gov.cn/,high,unusual domain gnzrmzf (not gannan); Gansu
261,甘孜藏族自治州,Garzê Tibetan Autonomous Prefecture,municipal/prefecture,https://www.gzz.gov.cn/,high,abbreviation domain gzz (not garz); Sichuan
262,白城市,Baicheng,municipal/prefecture,https://www.baicheng.gov.cn/,high,
263,白山市,Baishan,municipal/prefecture,https://www.baishan.gov.cn/,high,
264,白银市,Baiyin,municipal/prefecture,https://www.baiyin.gov.cn/,high,
265,百色市,Baise,municipal/prefecture,https://www.baise.gov.cn/,high,
266,益阳市,Yiyang,municipal/prefecture,https://www.yiyang.gov.cn/,high,
267,盐城市,Yancheng,municipal/prefecture,https://www.yancheng.gov.cn/,high,
268,盘锦市,Panjin,municipal/prefecture,https://www.panjin.gov.cn/,high,
269,眉山市,Meishan,municipal/prefecture,https://www.ms.gov.cn/,high,abbreviation domain ms
270,石嘴山市,Shizuishan,municipal/prefecture,https://www.shizuishan.gov.cn/,high,Ningxia
271,石家庄市,Shijiazhuang,municipal/prefecture,https://www.sjz.gov.cn/,high,abbreviation domain sjz
272,福州市,Fuzhou,municipal/prefecture,https://www.fuzhou.gov.cn/,high,
273,秦皇岛市,Qinhuangdao,municipal/prefecture,https://www.qinhuangdao.gov.cn/,high,main portal qinhuangdao (dept subdomains use qhd)
274,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture,municipal/prefecture,https://www.hh.gov.cn/,high,abbreviation domain hh (not honghe); Yunnan
275,绍兴市,Shaoxing,municipal/prefecture,https://www.sx.gov.cn/,high,abbreviation domain sx
276,绥化市,Suihua,municipal/prefecture,https://www.suihua.gov.cn/,high,
277,绵阳市,Mianyang,municipal/prefecture,https://www.my.gov.cn/,high,abbreviation domain my
278,聊城市,Liaocheng,municipal/prefecture,https://www.liaocheng.gov.cn/,high,
279,肇庆市,Zhaoqing,municipal/prefecture,https://www.zhaoqing.gov.cn/,high,
280,自贡市,Zigong,municipal/prefecture,https://www.zg.gov.cn/,high,abbreviation domain zg
281,舟山市,Zhoushan,municipal/prefecture,https://www.zhoushan.gov.cn/,high,
282,芜湖市,Wuhu,municipal/prefecture,https://www.wuhu.gov.cn/,high,
283,苏州市,Suzhou,municipal/prefecture,https://www.suzhou.gov.cn/,high,
284,茂名市,Maoming,municipal/prefecture,https://www.maoming.gov.cn/,high,
285,荆州市,Jingzhou,municipal/prefecture,https://www.jingzhou.gov.cn/,high,
286,荆门市,Jingmen,municipal/prefecture,https://www.jingmen.gov.cn/,high,
287,莆田市,Putian,municipal/prefecture,https://www.putian.gov.cn/,high,
288,莱芜市,Laiwu,municipal/prefecture,https://www.laiwu.gov.cn/,med,merged into Jinan as 莱芜区 in 2019; laiwu.gov.cn still resolves but city-tier status ended
289,菏泽市,Heze,municipal/prefecture,https://www.heze.gov.cn/,high,
290,萍乡市,Pingxiang,municipal/prefecture,https://www.pingxiang.gov.cn/,high,Jiangxi Pingxiang
291,营口市,Yingkou,municipal/prefecture,https://www.yingkou.gov.cn/,high,
292,葫芦岛市,Huludao,municipal/prefecture,https://www.hld.gov.cn/,high,abbreviation domain hld
293,蚌埠市,Bengbu,municipal/prefecture,https://www.bengbu.gov.cn/,high,
294,衡水市,Hengshui,municipal/prefecture,https://www.hengshui.gov.cn/,high,
295,衡阳市,Hengyang,municipal/prefecture,https://www.hengyang.gov.cn/,high,
296,衢州市,Quzhou,municipal/prefecture,https://www.quzhou.gov.cn/,high,
297,襄阳市,Xiangyang,municipal/prefecture,https://www.xiangyang.gov.cn/,high,
298,西双版纳傣族自治州,Xishuangbanna Dai Autonomous Prefecture,municipal/prefecture,https://www.xsbn.gov.cn/,high,abbreviation domain xsbn; Yunnan
299,西宁市,Xining,municipal/prefecture,https://www.xining.gov.cn/,high,
300,西安市,Xi'an,municipal/prefecture,https://www.xa.gov.cn/,high,abbreviation domain xa
301,许昌市,Xuchang,municipal/prefecture,https://www.xuchang.gov.cn/,high,
302,贵港市,Guigang,municipal/prefecture,https://www.guigang.gov.cn/,high,
303,贵阳市,Guiyang,municipal/prefecture,https://www.guiyang.gov.cn/,high,full pinyin guiyang (hint's gy.gov.cn was wrong)
304,贺州市,Hezhou,municipal/prefecture,https://www.hezhou.gov.cn/,high,
305,资阳市,Ziyang,municipal/prefecture,https://www.ziyang.gov.cn/,high,Sichuan Ziyang (not Hunan 益阳资阳区)
306,赣州市,Ganzhou,municipal/prefecture,https://www.ganzhou.gov.cn/,high,
307,辽源市,Liaoyuan,municipal/prefecture,https://www.liaoyuan.gov.cn/,high,
308,辽阳市,Liaoyang,municipal/prefecture,https://www.liaoyang.gov.cn/,high,
309,达州市,Dazhou,municipal/prefecture,https://www.dazhou.gov.cn/,high,
310,运城市,Yuncheng,municipal/prefecture,https://www.yuncheng.gov.cn/,high,
311,连云港市,Lianyungang,municipal/prefecture,https://www.lyg.gov.cn/,high,abbreviation domain lyg
312,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture,municipal/prefecture,https://www.diqing.gov.cn/,high,Yunnan
313,通化市,Tonghua,municipal/prefecture,https://www.tonghua.gov.cn/,high,
314,遂宁市,Suining,municipal/prefecture,https://www.suining.gov.cn/,high,
315,遵义市,Zunyi,municipal/prefecture,https://www.zunyi.gov.cn/,high,
316,邢台市,Xingtai,municipal/prefecture,https://www.xingtai.gov.cn/,high,
317,那曲地区,Nagqu,municipal/prefecture,https://www.naqu.gov.cn/,high,upgraded to prefecture-level 那曲市 (Naqu City) in 2018; portal naqu.gov.cn
318,邯郸市,Handan,municipal/prefecture,https://www.handan.gov.cn/,high,
319,邵阳市,Shaoyang,municipal/prefecture,https://www.shaoyang.gov.cn/,high,
320,郑州市,Zhengzhou,municipal/prefecture,https://www.zhengzhou.gov.cn/,high,
321,郴州市,Chenzhou,municipal/prefecture,https://www.czs.gov.cn/,high,abbreviation domain czs
322,鄂州市,Ezhou,municipal/prefecture,https://www.ezhou.gov.cn/,high,
323,酒泉市,Jiuquan,municipal/prefecture,https://www.jiuquan.gov.cn/,high,Well-known Gansu city; standard pinyin domain (source-map candidate).
324,金华市,Jinhua,municipal/prefecture,https://www.jinhua.gov.cn/,high,Well-known Zhejiang city; standard pinyin domain.
325,金昌市,Jinchang,municipal/prefecture,https://www.jinchang.gov.cn/,med,Unverified (search budget exhausted); standard pinyin / source-map candidate.
326,钦州市,Qinzhou,municipal/prefecture,http://www.qinzhou.gov.cn/,high,Verified via search — Guangxi.
327,铁岭市,Tieling,municipal/prefecture,https://www.tieling.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Liaoning).
328,铜仁市,Tongren,municipal/prefecture,https://www.trs.gov.cn/,high,Verified — real gov portal is abbreviation www.trs.gov.cn (Guizhou); tongren.gov.cn is a media portal.
329,铜川市,Tongchuan,municipal/prefecture,https://www.tongchuan.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Shaanxi).
330,铜陵市,Tongling,municipal/prefecture,https://www.tl.gov.cn/,low,Unverified; Tongling (Anhui) likely uses abbreviation www.tl.gov.cn — source-map alt www.tongling.gov.cn. Re-check.
331,银川市,Yinchuan,municipal/prefecture,https://www.yinchuan.gov.cn/,high,Well-known Ningxia capital; standard pinyin domain (source-map: reachable).
332,锡林郭勒盟,Xilin Gol League,municipal/prefecture,https://www.xlgl.gov.cn/,high,Verified — Inner Mongolia league administrative office (行政公署); abbreviation www.xlgl.gov.cn.
333,锦州市,Jinzhou,municipal/prefecture,https://www.jinzhou.gov.cn/,low,Unverified; Jinzhou (Liaoning) may use abbreviation www.jz.gov.cn — source-map candidate jinzhou. Re-check.
334,镇江市,Zhenjiang,municipal/prefecture,http://www.zhenjiang.gov.cn/,high,Well-known Jiangsu city; standard pinyin domain.
335,长春市,Changchun,municipal/prefecture,http://www.changchun.gov.cn/,high,Verified — Jilin capital. NOTE real domain is www.changchun.gov.cn (source-map's www.cc.gov.cn was a blackholed stale guess).
336,长沙市,Changsha,municipal/prefecture,http://www.changsha.gov.cn/,high,Hunan capital; standard pinyin domain.
337,长治市,Changzhi,municipal/prefecture,https://www.changzhi.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Shanxi).
338,阜新市,Fuxin,municipal/prefecture,https://www.fuxin.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Liaoning).
339,阜阳市,Fuyang,municipal/prefecture,https://www.fuyang.gov.cn/,low,Unverified; Fuyang (Anhui) may use abbreviation www.fy.gov.cn — source-map candidate fuyang. Re-check.
340,防城港市,Fangchenggang,municipal/prefecture,https://www.fangchenggang.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Guangxi).
341,阳江市,Yangjiang,municipal/prefecture,http://www.yangjiang.gov.cn/,high,Guangdong; already in corpus (source-map HAVE:yangjiang); standard pinyin domain.
342,阳泉市,Yangquan,municipal/prefecture,https://www.yangquan.gov.cn/,low,Unverified; Yangquan (Shanxi) may use abbreviation www.yq.gov.cn — source-map candidate yangquan. Re-check.
343,阿克苏地区,Aksu Prefecture,municipal/prefecture,https://www.aks.gov.cn/,high,Verified — Xinjiang prefecture administrative office (行政公署); abbreviation www.aks.gov.cn.
344,阿勒泰地区,Altay Prefecture,municipal/prefecture,https://xjalt.gov.cn/,high,Verified — Xinjiang prefecture administrative office is xjalt.gov.cn (no www). NOTE www.alt.gov.cn is Altay CITY (阿勒泰市)
345,阿坝藏族羌族自治州,Ngawa Tibetan and Qiang Autonomous Prefecture,municipal/prefecture,https://www.abazhou.gov.cn/,high,Verified — Sichuan autonomous prefecture; www.abazhou.gov.cn.
346,阿拉善盟,Alxa League,municipal/prefecture,https://www.als.gov.cn/,high,Verified — Inner Mongolia league administrative office; abbreviation www.als.gov.cn.
347,阿里地区,Ngari Prefecture,municipal/prefecture,https://www.al.gov.cn/,high,Verified — Tibet prefecture administrative office; abbreviation www.al.gov.cn.
348,陇南市,Longnan,municipal/prefecture,https://www.longnan.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Gansu).
349,随州市,Suizhou,municipal/prefecture,https://www.suizhou.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Hubei).
350,雅安市,Ya'an,municipal/prefecture,https://www.yaan.gov.cn/,high,Verified — Sichuan; www.yaan.gov.cn.
351,青岛市,Qingdao,municipal/prefecture,https://www.qingdao.gov.cn/,high,Well-known sub-provincial city; already in corpus (HAVE:qingdao).
352,鞍山市,Anshan,municipal/prefecture,https://www.anshan.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Liaoning; possible alt as.gov.cn).
353,韶关市,Shaoguan,municipal/prefecture,http://www.shaoguan.gov.cn/,high,Guangdong; already in corpus (HAVE:shaoguan); standard pinyin domain.
354,马鞍山市,Ma'anshan,municipal/prefecture,https://www.mas.gov.cn/,high,Verified — Anhui; abbreviation www.mas.gov.cn (NOT maanshan).
355,驻马店市,Zhumadian,municipal/prefecture,https://www.zhumadian.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Henan).
356,鸡西市,Jixi,municipal/prefecture,https://www.jixi.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Heilongjiang).
357,鹤壁市,Hebi,municipal/prefecture,https://www.hebi.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Henan).
358,鹤岗市,Hegang,municipal/prefecture,https://www.hegang.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Heilongjiang).
359,鹰潭市,Yingtan,municipal/prefecture,https://www.yingtan.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Jiangxi).
360,黄冈市,Huanggang,municipal/prefecture,https://www.huanggang.gov.cn/,low,Unverified; Huanggang (Hubei) may use abbreviation www.hg.gov.cn — source-map candidate huanggang. Re-check.
361,黄南藏族自治州,Huangnan Tibetan Autonomous Prefecture,municipal/prefecture,http://www.huangnan.gov.cn/,high,Verified — Qinghai autonomous prefecture; www.huangnan.gov.cn.
362,黄山市,Huangshan,municipal/prefecture,https://www.huangshan.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Anhui).
363,黄石市,Huangshi,municipal/prefecture,https://www.huangshi.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Hubei).
364,黑河市,Heihe,municipal/prefecture,https://www.heihe.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Heilongjiang).
365,黔东南苗族侗族自治州,Qiandongnan Miao and Dong Autonomous Prefecture,municipal/prefecture,https://www.qdn.gov.cn/,high,Verified — Guizhou autonomous prefecture; abbreviation www.qdn.gov.cn.
366,黔南布依族苗族自治州,Qiannan Buyei and Miao Autonomous Prefecture,municipal/prefecture,https://www.qiannan.gov.cn/,high,Verified — Guizhou autonomous prefecture; www.qiannan.gov.cn.
367,黔西南布依族苗族自治州,Qianxinan Buyei and Miao Autonomous Prefecture,municipal/prefecture,https://www.qxn.gov.cn/,high,Verified — Guizhou autonomous prefecture; abbreviation www.qxn.gov.cn.
368,齐齐哈尔市,Qiqihar,municipal/prefecture,https://www.qqhr.gov.cn/,high,Verified — Heilongjiang; abbreviation www.qqhr.gov.cn.
369,龙岩市,Longyan,municipal/prefecture,https://www.longyan.gov.cn/,high,Verified — Fujian; www.longyan.gov.cn.
370,呼和浩特市,Hohhot,municipal/prefecture,http://www.huhhot.gov.cn/,high,Verified — Inner Mongolia capital; domain uses www.huhhot.gov.cn.
371,包头市,Baotou,municipal/prefecture,https://www.baotou.gov.cn/,high,Well-known Inner Mongolia city; standard pinyin domain.
372,乌海市,Wuhai,municipal/prefecture,https://www.wuhai.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Inner Mongolia).
373,赤峰市,Chifeng,municipal/prefecture,https://www.chifeng.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Inner Mongolia).
374,通辽市,Tongliao,municipal/prefecture,https://www.tongliao.gov.cn/,med,Unverified; standard pinyin / source-map candidate (Inner Mongolia).
375,呼伦贝尔市,Hulunbuir,municipal/prefecture,https://www.hlbe.gov.cn/,high,Verified — Inner Mongolia; abbreviation www.hlbe.gov.cn.
376,鄂尔多斯市,Ordos,municipal/prefecture,https://www.ordos.gov.cn/,high,Verified — Inner Mongolia; www.ordos.gov.cn.
377,巴彦淖尔市,Bayannur,municipal/prefecture,https://www.bynr.gov.cn/,high,Verified — Inner Mongolia; abbreviation www.bynr.gov.cn.
378,乌兰察布市,Ulanqab,municipal/prefecture,https://www.wulanchabu.gov.cn/,high,Verified — Inner Mongolia; www.wulanchabu.gov.cn.
379,东莞市,Dongguan,municipal/prefecture,https://www.dg.gov.cn/,high,Verified — Guangdong; abbreviation www.dg.gov.cn.
380,中山市,Zhongshan,municipal/prefecture,https://www.zhongshan.gov.cn/,high,Guangdong; already in corpus (HAVE:zhongshan); standard pinyin domain.
381,三沙市,Sansha,municipal/prefecture,http://www.sansha.gov.cn/,high,Verified — Hainan; www.sansha.gov.cn.
382,北京市,Beijing,municipal/prefecture,https://www.beijing.gov.cn/,high,Municipality (direct-controlled); already in corpus (HAVE:bj); www.beijing.gov.cn.
383,阿拉尔市,Alar,municipal/prefecture,http://www.ale.gov.cn/,high,Verified — XPCC 1st Division / Alar city (师市合一); www.ale.gov.cn.
384,澳门特别行政区,Macau Special Administrative Region,municipal/prefecture,https://www.gov.mo/,high,Verified — Macau SAR government portal (.gov.mo
385,白沙黎族自治县,Baisha Li Autonomous County,municipal/prefecture,https://baisha.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
386,保亭黎族苗族自治县,Baoting Li and Miao Autonomous County,municipal/prefecture,https://baoting.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
387,北屯市,Beitun,municipal/prefecture,http://www.bts.gov.cn/,high,Verified — XPCC 10th Division / Beitun city (师市合一); abbreviation www.bts.gov.cn.
388,昌江黎族自治县,Changjiang Li Autonomous County,municipal/prefecture,https://changjiang.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
389,澄迈县,Chengmai County,municipal/prefecture,http://chengmai.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
390,定安县,Ding'an County,municipal/prefecture,http://dingan.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
391,东方市,Dongfang,municipal/prefecture,https://dongfang.hainan.gov.cn/,high,Verified — Hainan county-level city; subdomain of hainan.gov.cn.
392,胡杨河市,Huyanghe,municipal/prefecture,https://www.nqs.gov.cn/,high,Verified — XPCC 7th Division / Huyanghe city (师市合一); abbreviation www.nqs.gov.cn.
393,济源市,Jiyuan,municipal/prefecture,https://www.jiyuan.gov.cn/,high,Verified — Henan provincial-directly-administered city (Jiyuan Demonstration Zone); www.jiyuan.gov.cn.
394,乐东黎族自治县,Ledong Li Autonomous County,municipal/prefecture,http://ledong.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
395,临高县,Lingao County,municipal/prefecture,https://lingao.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
396,陵水黎族自治县,Lingshui Li Autonomous County,municipal/prefecture,http://lingshui.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
397,潜江市,Qianjiang,municipal/prefecture,https://www.hbqj.gov.cn/,high,Verified — Hubei provincial-directly-administered city; abbreviation www.hbqj.gov.cn (NOT qianjiang).
398,琼海市,Qionghai,municipal/prefecture,https://qionghai.hainan.gov.cn/,high,Verified — Hainan county-level city; subdomain of hainan.gov.cn.
399,琼中黎族苗族自治县,Qiongzhong Li and Miao Autonomous County,municipal/prefecture,https://qiongzhong.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
400,神农架林区,Shennongjia Forestry District,municipal/prefecture,http://www.snj.gov.cn/,high,Verified — Hubei provincial-directly-administered forestry district; abbreviation www.snj.gov.cn.
401,石河子市,Shihezi,municipal/prefecture,https://www.shz.gov.cn/,high,Verified — XPCC 8th Division / Shihezi city (师市合一); abbreviation www.shz.gov.cn.
402,天门市,Tianmen,municipal/prefecture,https://www.tianmen.gov.cn/,high,Verified — Hubei provincial-directly-administered city; www.tianmen.gov.cn.
403,图木舒克市,Tumxuk,municipal/prefecture,https://www.xjbtnss.gov.cn/,high,Verified — XPCC 3rd Division / Tumxuk city (师市合一); www.xjbtnss.gov.cn.
404,屯昌县,Tunchang County,municipal/prefecture,https://tunchang.hainan.gov.cn/,high,Verified — Hainan county; subdomain of hainan.gov.cn.
405,万宁市,Wanning,municipal/prefecture,https://wanning.hainan.gov.cn/,high,Verified — Hainan county-level city; subdomain of hainan.gov.cn.
406,文昌市,Wenchang,municipal/prefecture,http://wenchang.hainan.gov.cn/,high,Verified — Hainan county-level city; subdomain of hainan.gov.cn.
407,五家渠市,Wujiaqu,municipal/prefecture,https://www.wjq.gov.cn/,high,Verified — XPCC 6th Division / Wujiaqu city (师市合一); abbreviation www.wjq.gov.cn.
408,五指山市,Wuzhishan,municipal/prefecture,https://wzs.hainan.gov.cn/,high,Verified — Hainan county-level city; abbreviation subdomain wzs.hainan.gov.cn.
409,仙桃市,Xiantao,municipal/prefecture,https://www.xiantao.gov.cn/,high,Verified — Hubei provincial-directly-administered city; www.xiantao.gov.cn.
410,香港特别行政区,Hong Kong Special Administrative Region,municipal/prefecture,https://www.gov.hk/,high,Verified — Hong Kong SAR government portal GovHK (.gov.hk
411,白杨市,Baiyang,municipal/prefecture,https://www.njs.gov.cn/,low,XPCC 9th Division / Baiyang city (est. 2022
412,政务微博账号（2万+）,Official Weibo accounts of government units and news organisations (>20000 accounts),mixed,,low,No single portal — an aggregate of >20k government Weibo accounts hosted on Sina Weibo (weibo.com). Not a gov.cn site; each account is a separate handle. Genuinely no consolidated portal.
413,（未具名）政务投诉集中网站,Centralized website for citizen complaints to the government,central,https://tousu.www.gov.cn/dc/index.htm,med,Best match = 国务院“互联网+督查”/“国家政务服务投诉与建议” platform on 中国政府网 (tousu.www.gov.cn). Source is unnamed; could also mean 人民网领导留言板 (liuyan.people.com.cn). Inferred.
414,成都市科学技术局网站,Chengdu Science and Technology Bureau website,municipal,https://kjj.chengdu.gov.cn/,med,Chengdu S&T Bureau; likely kjj.chengdu.gov.cn (dept subdomain of Chengdu portal). Unverified (budget); alt www.cdst.gov.cn. Re-check.
415,重庆市科学技术局网站,Chongqing Science and Technology Bureau website,municipal,https://kjj.cq.gov.cn/,med,Chongqing S&T Bureau; likely kjj.cq.gov.cn (dept subdomain of Chongqing portal cq.gov.cn). Unverified (budget). Re-check.
416,上市公司章程修订网站（未具名）,Website storing amendments to charters of listed companies,unknown,http://www.cninfo.com.cn/,med,Best match = 巨潮资讯网 (CNINFO)
417,全国省/地级行政区划列表,List of all province- and prefecture-level units of China (geographic directory),mixed,http://xzqh.mca.gov.cn/,med,民政部 全国行政区划信息查询平台 (Ministry of Civil Affairs). As of ~2026 division-code data migrated to 国家地名信息库 dmfw.mca.gov.cn; codes also at 国家统计局 stats.gov.cn (统计用区划代码). A reference directory
418,约320个部委与地方网站,~320 ministries and localities with ~3000 webscrapers (coverage statement),mixed,,low,Not an institution — a meta/coverage statement describing ReConnect's ~320 crawled ministry+locality sites. No single URL exists. Genuinely none.
419,中国新闻机构/使馆/外交官推特账号,"Twitter/X accounts of Chinese news organisations, embassies, and diplomats (>300)",non_gov_social,,low,Aggregate of >300 Twitter/X handles on x.com (platform); no gov.cn portal. Each is a separate social account. Genuinely no consolidated portal.
420,新浪微博,Weibo (Sina Weibo) platform,non_gov_social,https://weibo.com/,high,Commercial social-media platform (Sina Weibo)
